soccerway_pk,Nombre,Apellidos,Nombre Jugador,Nacionalidad,Fecha de nacimiento,Edad,País de nacimiento,Posición,Altura,Peso,Pie,Equipo,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,Posicion Secundaria,Link Jugador,Valor de Mercado,Agente,Fichado,Contrato Hasta,ELO,Ritmo,Tiro,Pase,Regate,Defensa,Físico,Salto,Estirada,Paradas,Saques,Colocación,Reflejos
valentin_alfonso_sanchez_farias_chile_22_marzo_2007,Valentín Alfonso,Sánchez Farías,Valentín Alfonso Sánchez Farías,Chile,2007-03-22 00:00:00,17.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/valentin-alfonso-sanchez-farias/953649/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Unión San Felipe,Primera B de Chile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
sebastian_andres_contreras_moreno_chile_16_mayo_1995,Sebastián Andrés,Contreras Moreno,Sebastián Andrés Contreras Moreno,Chile,1995-05-16 00:00:00,29.0,Chile,Defensa,183 cm,78 kg,Izquierdo,Unión San Felipe,2025,https://el.soccerway.com/players/sebastian-contreras-moreno/335873/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,1,0,0,0,0,2024,Deportes Rengo,Segunda División de Chile,1953.0,23.0,23.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,Lateral izquierdo,https://www.transfermarkt.es/sebastian-contreras/profil/spieler/529510,Sin valor,LBD,01/01/2025,-,51,0,0,0,0,0,0,0,0,0,0,0,0
facundo_daniel_monteseirin_argentina_12_marzo_1995,Facundo Daniel,Monteseirín,Facundo Daniel Monteseirín,Argentina,1995-03-12 00:00:00,29.0,Argentina,Defensa,183 cm,67 kg,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/facundo-monteseirin/312645/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,0,0,0,1,0,0,2024,Unión San Felipe,Primera B de Chile,715.0,8.0,8.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/facundo-monteseirin/profil/spieler/288794,125 mil €,CN Sports Argentina,04/06/2024,31/12/2025,49,63,46,54,61,51,0,0,0,0,0,0,0
boris_alexis_sagredo_romero_chile_21_marzo_1989,Boris Alexis,Sagredo Romero,Boris Alexis Sagredo Romero,Chile,1989-03-21 00:00:00,35.0,Chile,Centrocampista,167 cm,64 kg,Izquierdo,Unión San Felipe,2025,https://el.soccerway.com/players/boris-sagredo/21988/,2025,Unión San Felipe,Primera B de Chile,83,1,1,0,1,0,0,1,0,0,2024,Barnechea,Primera B de Chile,2060.0,26.0,25.0,1.0,15.0,1.0,3.0,7.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/boris-sagredo/profil/spieler/63397,50 mil €,Sin agente,01/01/2025,31/12/2025,57,81,61,64,75,48,0,0,0,0,0,0,0
vicente_francisco_alvarez_ulloz_chile_14_diciembre_2006,Vicente Francisco,Álvarez Ulloz,Vicente Francisco Álvarez Ulloz,Chile,2006-12-14 00:00:00,18.0,Chile,Delantero,Sin información,Sin información,Derecho,Unión San Felipe,2025,https://el.soccerway.com/players/vicente-francisco-alvarez-ulloz/953134/,2025,Unión San Felipe,Primera B de Chile,64,1,1,0,1,0,0,0,0,0,2024,Unión San Felipe,Primera B de Chile,384.0,18.0,2.0,16.0,2.0,20.0,1.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,30,0,0,0,0,0,0,0,0,0,0,0,0
ivan_matias_zafarana_argentina_22_abril_1995,Iván Matías,Zafarana,Iván Matías Zafarana,Argentina,1995-04-22 00:00:00,29.0,Argentina,Defensa,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/ivan-matias-zafarana/615952/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,2024,Gimnasia Jujuy,Primera Nacional (Segunda División de Argentina),253.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,Defensa central,https://www.transfermarkt.es/ivan-zafarana/profil/spieler/849618,100 mil €,Desconocido,01/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
axel_alejandro_leon_garcia_chile_06_mayo_2003,Axel Alejandro,León García,Axel Alejandro León García,Chile,2003-05-06 00:00:00,21.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/axel-leon/912318/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,0,0,0,1,0,0,2024,Unión San Felipe,Primera B de Chile,1344.0,21.0,15.0,6.0,8.0,10.0,0.0,7.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/axel-leon/profil/spieler/1192642,175 mil €,LBD,01/01/2024,31/12/2026,0,0,0,0,0,0,0,0,0,0,0,0,0
paulo_andres_garces_contreras_chile_02_agosto_1984,Paulo Andrés,Garcés Contreras,Paulo Andrés Garcés Contreras,Chile,1984-08-02 00:00:00,40.0,Chile,Portero,182 cm,72 kg,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/paulo-garces/83990/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,2024,Unión San Felipe,Primera B de Chile,1350.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Portero,https://www.transfermarkt.es/paulo-garces/profil/spieler/67048,10 mil €,Vis10n Futbol,04/06/2024,31/12/2025,55,66,72,72,75,70,0,0,0,0,0,0,0
martin_luis_ibacache_perez_chile_17_mayo_2000,Martín Luis,Ibacache Pérez,Martín Luis Ibacache Pérez,Chile,2000-05-17 00:00:00,24.0,Chile,Portero,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/martin-ibacache/540462/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,1,0,0,0,0,2024,Unión San Felipe,Primera B de Chile,450.0,5.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
hernan_carlos_ulloa_tapia_chile_23_octubre_2001,Hernán Carlos,Ulloa Tapia,Hernán Carlos Ulloa Tapia,Chile,2001-10-23 00:00:00,23.0,Chile,Defensa,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/hernan-ulloa/676516/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2021,Colchagua,Segunda División de Chile,7.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/hernan-ulloa/profil/spieler/838323,Sin valor,Desconocido,01/01/2025,-,0,0,0,0,0,0,0,0,0,0,0,0,0
alex_ruben_diaz_borda_argentina_14_julio_1999,Alex Rubén,Díaz Borda,Alex Rubén Díaz Borda,Argentina,1999-07-14 00:00:00,25.0,Argentina,Centrocampista,179 cm,Sin información,Derecho,Unión San Felipe,2025,https://el.soccerway.com/players/alex-diaz/556675/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Cipolletti,Torneo Federal A (Argentina),1361.0,26.0,16.0,10.0,15.0,0.0,4.0,1.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/alex-diaz/profil/spieler/843237,Sin valor,Desconocido,01/01/2025,-,0,0,0,0,0,0,0,0,0,0,0,0,0
diego_alexis_gonzalez_miranda_uruguay_21_febrero_1997,Diego Alexis,González Miranda,Diego Alexis González Miranda,Uruguay,1997-02-21 00:00:00,28.0,Uruguay,Delantero,177 cm,71 kg,Derecho,Unión San Felipe,2025,https://el.soccerway.com/players/diego-alexis-gonzalez-miranda/413467/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,1,0,1,0,0,0,2024,Deportes Santa Cruz,Primera B de Chile,1941.0,29.0,20.0,9.0,9.0,9.0,9.0,3.0,0.0,0.0,Extremo izquierdo,https://www.transfermarkt.es/diego-gonzalez/profil/spieler/409089,325 mil €,Uruguay Soccer,01/01/2025,-,63,0,0,0,0,0,0,0,0,0,0,0,0
bruno_vicente_ponce_silva_chile_25_mayo_2008,Bruno Vicente,Ponce Silva,Bruno Vicente Ponce Silva,Chile,2008-05-25 00:00:00,16.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Unión San Felipe,2025,https://el.soccerway.com/players/bruno-vicente-ponce-silva/1022580/,2025,Unión San Felipe,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
gonzalo_leandro_baglivo_argentina_26_febrero_1996,Gonzalo Leandro,Baglivo,Gonzalo Leandro Baglivo,Argentina,1996-02-26 00:00:00,29.0,Argentina,Centrocampista,173 cm,71 kg,Derecho,Unión San Felipe,2025,https://el.soccerway.com/players/gonzalo-baglivo/433283/,2025,Unión San Felipe,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,2024,Deportes Quindío,Primera B de Chile,2850.0,39.0,33.0,6.0,12.0,8.0,5.0,7.0,0.0,0.0,Pivote,https://www.transfermarkt.es/gonzalo-baglivo/profil/spieler/480200,250 mil €,Martin Guastadisegno,01/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
ed_matthew_verhoeven_reyes_chile_08_enero_2001,Ed Matthew,Verhoeven Reyes,Ed Matthew Verhoeven Reyes,Chile,2001-01-08 00:00:00,24.0,Chile,Centrocampista,186 cm,80 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/ed-verhoeven/544143/,2025,Cobreloa,Primera B de Chile,77,1,1,0,1,0,0,0,0,0,2023,Trasandino,Segunda División de Chile,1591.0,22.0,18.0,4.0,5.0,4.0,1.0,4.0,1.0,0.0,Mediocentro,https://www.transfermarkt.es/ed-verhoeven/profil/spieler/577004,Sin valor,Desconocido,03/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
gustavo_gotti_argentina_20_octubre_1993,Gustavo,Gotti,Gustavo Gotti,Argentina,1993-10-20 00:00:00,31.0,Argentina,Delantero,180 cm,Sin información,Derecho,Cobreloa,2025,https://el.soccerway.com/players/gustavo-gotti/221519/,2025,Cobreloa,Primera B de Chile,90,1,1,0,0,0,1,0,0,0,2024,Rangers,Primera B de Chile,2643.0,33.0,30.0,3.0,17.0,3.0,8.0,4.0,0.0,1.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,63,0,0,0,0,0,0,0,0,0,0,0,0
bastian_ignacio_tapia_sepulveda_chile_09_agosto_2002,Bastián Ignacio,Tapia Sepúlveda,Bastián Ignacio Tapia Sepúlveda,Chile,2002-08-09 00:00:00,22.0,Chile,Defensa,182 cm,78 kg,Sin información,Cobreloa,2025,https://el.soccerway.com/players/bastian-ignacio-tapia-sepulveda/651294/,2025,Cobreloa,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,2540.0,29.0,28.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,Lateral derecho,https://www.transfermarkt.es/bastian-tapia/profil/spieler/745619,350 mil €,AIM fútbol,01/01/2025,31/12/2026,62,0,0,0,0,0,0,0,0,0,0,0,0
cristian_leonardo_alarcon_marchant_chile_14_octubre_2006,Cristián Leonardo,Alarcón Marchant,Cristián Leonardo Alarcón Marchant,Chile,2006-10-14 00:00:00,18.0,Chile,Portero,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/cristian-leonardo-alarcon-marchant/951687/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
alex_joel_valdes_voissin_chile_08_agosto_2002,Alex Joel,Valdés Voissin,Alex Joel Valdés Voissin,Chile,2002-08-08 00:00:00,22.0,Chile,Centrocampista,175 cm,76 kg,Sin información,Cobreloa,2025,https://el.soccerway.com/players/alex-valdes/818430/,2025,Cobreloa,Primera B de Chile,31,1,0,1,0,1,0,0,0,0,2024,Ñublense,Primera División de Chile,164.0,11.0,0.0,11.0,0.0,12.0,0.0,2.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/alex-valdes/profil/spieler/1004286,300 mil €,Talento Deportivo,05/01/2025,31/12/2025,41,0,0,0,0,0,0,0,0,0,0,0,0
rafael_daniel_arace_gargaro_venezuela_22_mayo_1995,Rafael Daniel,Arace Gargaro,Rafael Daniel Arace Gargaro,Venezuela,1995-05-22 00:00:00,29.0,Venezuela,Centrocampista,173 cm,72 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/rafael-daniel-arace-gargaro/290087/,2025,Cobreloa,Primera B de Chile,59,1,1,0,1,0,0,0,0,0,2024,Deportivo La Guaira,Primera División de Chile,2048.0,34.0,23.0,11.0,16.0,11.0,8.0,9.0,0.0,0.0,Delantero centro,https://www.transfermarkt.es/rafael-arace/profil/spieler/308698,400 mil €,Fetama Sports ...,01/01/2025,31/12/2025,60,0,0,0,0,0,0,0,0,0,0,0,0
nicolas_jeremy_aguilar_paredes_chile_02_octubre_2004,Nicolás Jeremy,Aguilar Paredes,Nicolás Jeremy Aguilar Paredes,Chile,2004-10-02 00:00:00,20.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/nicolas-jeremy-aguilar-paredes/960560/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
leandro_ivan_barrera_argentina_22_febrero_1991,Leandro Iván,Barrera,Leandro Iván Barrera,Argentina,1991-02-22 00:00:00,34.0,Argentina,Delantero,179 cm,79 kg,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/leandro-barrera/141056/,2025,Cobreloa,Primera B de Chile,59,1,1,0,1,0,0,0,0,0,2024,Deportes Santa Cruz,Primera B de Chile,1580.0,25.0,20.0,5.0,19.0,5.0,3.0,2.0,0.0,0.0,Mediocentro ofensivo,https://www.transfermarkt.es/leandro-barrera/profil/spieler/157897,100 mil €,Desconocido,01/01/2025,31/12/2025,56,75,57,62,71,45,0,0,0,0,0,0,0
hugo_eduardo_araya_tobar_chile_26_diciembre_2000,Hugo Eduardo,Araya Tobar,Hugo Eduardo Araya Tobar,Chile,2000-12-26 00:00:00,24.0,Chile,Portero,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/hugo-araya/475864/,2025,Cobreloa,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,180.0,2.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/hugo-araya/profil/spieler/491634,300 mil €,MMK SOCCER,01/01/2019,31/12/2025,47,0,0,0,0,0,0,0,0,0,0,0,0
ivan_patricio_ledezma_ahumada_chile_19_julio_1995,Iván Patricio,Ledezma Ahumada,Iván Patricio Ledezma Ahumada,Chile,1995-07-19 00:00:00,29.0,Chile,Centrocampista,175 cm,70 kg,Sin información,Cobreloa,2025,https://el.soccerway.com/players/ivan-ledezma/320611/,2025,Cobreloa,Primera B de Chile,13,1,0,1,0,1,0,0,0,0,2024,Deportes Santa Cruz,Primera B de Chile,2139.0,28.0,24.0,4.0,13.0,4.0,2.0,4.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/ivan-ledezma/profil/spieler/345734,275 mil €,Revival Football,10/01/2025,31/12/2025,57,65,60,59,72,38,0,0,0,0,0,0,0
lucas_benjamin_cornejo_miranda_chile_17_mayo_2006,Lucas Benjamín,Cornejo Miranda,Lucas Benjamín Cornejo Miranda,Chile,2006-05-17 00:00:00,18.0,Chile,Delantero,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/lucas-benjamin-cornejo-miranda/960557/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,1,0,0,0,0,2024,Cobreloa,Primera División de Chile,108.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,25,0,0,0,0,0,0,0,0,0,0,0,0
francisco_javier_matamoros_egana_chile_26_agosto_2004,Francisco Javier,Matamoros Egaña,Francisco Javier Matamoros Egaña,Chile,2004-08-26 00:00:00,20.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/francisco-matamoros/902616/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
cristian_daniel_muga_machado_uruguay_02_enero_1996,Cristian Daniel,Muga Machado,Cristian Daniel Muga Machado,Uruguay,1996-01-02 00:00:00,29.0,Uruguay,Centrocampista,178 cm,78 kg,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/cristian-daniel-muga-machado/485472/,2025,Cobreloa,Primera B de Chile,90,1,1,0,0,0,0,1,0,0,2024,Santiago Morning,Primera B de Chile,2502.0,29.0,29.0,0.0,1.0,0.0,3.0,7.0,1.0,1.0,Pivote,https://www.transfermarkt.es/cristian-muga/profil/spieler/511260,350 mil €,Desconocido,01/01/2025,31/12/2025,59,0,0,0,0,0,0,0,0,0,0,0,0
cristopher_alexander_fredes_yanez_chile_07_enero_2006,Cristopher Alexander,Fredes Yáñez,Cristopher Alexander Fredes Yáñez,Chile,2006-01-07 00:00:00,19.0,Chile,Delantero,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/cristopher-alexander-fredes-yanez/1021144/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
robinson_elias_porras_aguirre_chile_11_octubre_2006,Robinson Elías,Porras Aguirre,Robinson Elías Porras Aguirre,Chile,2006-10-11 00:00:00,18.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/robinson-elias-porras-aguirre/1021147/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
alvaro_luis_salazar_bravo_chile_24_marzo_1993,Álvaro Luis,Salazar Bravo,Álvaro Luis Salazar Bravo,Chile,1993-03-24 00:00:00,31.0,Chile,Portero,185 cm,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/alvaro-salazar/175644/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,1,0,0,0,0,2024,Unión San Felipe,Primera B de Chile,900.0,10.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,Portero,https://www.transfermarkt.es/alvaro-salazar/profil/spieler/249261,125 mil €,Mundo Futuro Chile,11/01/2025,31/12/2025,43,65,64,60,59,59,0,0,0,0,0,0,0
diego_antonio_acevedo_godoy_chile_23_febrero_2001,Diego Antonio,Acevedo Godoy,Diego Antonio Acevedo Godoy,Chile,2001-02-23 00:00:00,24.0,Chile,Centrocampista,172 cm,Sin información,Derecho,Cobreloa,2025,https://el.soccerway.com/players/diego-acevedo/675639/,2025,Cobreloa,Primera B de Chile,71,1,1,0,1,0,0,0,0,0,2023,Unión Española,Primera División de Chile,198.0,10.0,2.0,8.0,2.0,10.0,1.0,1.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/diego-acevedo/profil/spieler/843342,125 mil €,Winner Mirror,01/01/2025,31/12/2025,43,0,0,0,0,0,0,0,0,0,0,0,0
elson_david_tapia_vasquez_chile_21_febrero_1998,Elson David,Tapia Vásquez,Elson David Tapia Vásquez,Chile,1998-02-21 00:00:00,27.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/david-tapia-/442638/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Santiago Morning,Primera B de Chile,2531.0,29.0,29.0,0.0,3.0,0.0,2.0,7.0,0.0,1.0,Pivote,https://www.transfermarkt.es/david-tapia/profil/spieler/534898,325 mil €,AIM fútbol,01/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
rivaldo_antonio_hernandez_pizarro_chile_16_junio_2002,Rivaldo Antonio,Hernández Pizarro,Rivaldo Antonio Hernández Pizarro,Chile,2002-06-16 00:00:00,22.0,Chile,Defensa,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/rivaldo-hernandez/826419/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,243.0,8.0,1.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,Defensa central,https://www.transfermarkt.es/rivaldo-hernandez/profil/spieler/1006339,Sin valor,Desconocido,01/01/2022,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
nicolas_andres_palma_pardo_chile_08_octubre_2001,Nicolás Andrés,Palma Pardo,Nicolás Andrés Palma Pardo,Chile,2001-10-08 00:00:00,23.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/nicolas-palma/686731/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,Cobreloa,Primera División de Chile,1529.0,21.0,18.0,3.0,7.0,6.0,0.0,3.0,0.0,0.0,Lateral derecho,https://www.transfermarkt.es/nicolas-palma/profil/spieler/879222,450 mil €,TRDS,01/03/2021,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
walter_benjamin_ponce_gallardo_chile_04_marzo_1998,Walter Benjamín,Ponce Gallardo,Walter Benjamín Ponce Gallardo,Chile,1998-03-04 00:00:00,26.0,Chile,Delantero,183 cm,79 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/walter-ponce/408467/,2025,Cobreloa,Primera B de Chile,13,1,0,1,0,1,0,0,0,0,2024,Unión La Calera,Primera División de Chile,803.0,25.0,7.0,18.0,5.0,21.0,2.0,6.0,0.0,0.0,Extremo derecho,https://www.transfermarkt.es/walter-ponce/profil/spieler/401695,100 mil €,Vibra Futbol,17/01/2025,31/12/2025,51,67,45,42,67,29,0,0,0,0,0,0,0
gerardo_ignacio_navarrete_barrientos_chile_14_julio_1994,Gerardo Ignacio,Navarrete Barrientos,Gerardo Ignacio Navarrete Barrientos,Chile,1994-07-14 00:00:00,30.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/ignacio-navarrete/108664/,2025,Cobreloa,Primera B de Chile,90,1,1,0,0,0,0,0,0,0,0,Manchego,TED,659.0,9.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,Pivote,https://www.transfermarkt.es/gerardo-navarrete/profil/spieler/133984,Sin valor,Desconocido,01/01/2025,31/12/2025,47,0,0,0,0,0,0,0,0,0,0,0,0
gabriel_ignacio_rojas_munoz_chile_09_marzo_1999,Gabriel Ignacio,Rojas Muñoz,Gabriel Ignacio Rojas Muñoz,Chile,1999-03-09 00:00:00,25.0,Chile,Delantero,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/gabriel-ignacio-rojas-munoz/448747/,2025,Cobreloa,Primera B de Chile,77,1,1,0,1,0,0,0,0,0,2024,Provincial Osorno,Segunda División de Chile,1449.0,25.0,16.0,9.0,11.0,10.0,1.0,1.0,0.0,0.0,Interior izquierdo,https://www.transfermarkt.es/gabriel-rojas/profil/spieler/628971,Sin valor,Desconocido,01/01/2025,31/12/2025,45,0,0,0,0,0,0,0,0,0,0,0,0
rodolfo_antonio_gonzalez_aranguiz_chile_28_febrero_1989,Rodolfo Antonio,González Aránguiz,Rodolfo Antonio González Aránguiz,Chile,1989-02-28 00:00:00,35.0,Chile,Defensa,183 cm,Sin información,Izquierdo,Cobreloa,2025,https://el.soccerway.com/players/rodolfo-gonzalez/72774/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lateral izquierdo,https://www.transfermarkt.es/rodolfo-gonzalez/profil/spieler/89710,75 mil €,MGR Football ...,01/01/2022,31/12/2025,59,59,43,58,54,49,0,0,0,0,0,0,0
joaquin_mendez_chile_,Joaquín,Méndez,Joaquín Méndez,Chile,Sin información,0.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/joaquin-mendez/1021149/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin información,Sin información,0,Sin información,Sin información,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0
alvaro_alejandro_delgado_sciaraffia_chile_13_mayo_1995,Álvaro Alejandro,Delgado Sciaraffia,Álvaro Alejandro Delgado Sciaraffia,Chile,1995-05-13 00:00:00,29.0,Chile,Centrocampista,Sin información,Sin información,Sin información,Cobreloa,2025,https://el.soccerway.com/players/alvaro-alejandro-delgado-sciaraffia/255219/,2025,Cobreloa,Primera B de Chile,0,0,0,0,0,0,0,0,0,0,2024,La Serena,Primera B de Chile,445.0,12.0,2.0,10.0,2.0,11.0,1.0,3.0,0.0,0.0,Extremo izquierdo,https://www.transfermarkt.es/alvaro-delgado/profil/spieler/265540,225 mil €,Mundo Futuro Chile,02/01/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
sebastian_felipe_zuniga_fuenzalida_chile_21_junio_1990,Sebastián Felipe,Zúñiga Fuenzalida,Sebastián Felipe Zúñiga Fuenzalida,Chile,1990-06-21 00:00:00,34.0,Chile,Centrocampista,174 cm,72 kg,Derecho,Cobreloa,2025,https://el.soccerway.com/players/sergio-zuniga/72811/,2025,Cobreloa,Primera B de Chile,31,1,0,1,0,1,0,1,0,0,2024,Linares,Segunda División de Chile,1033.0,21.0,10.0,11.0,8.0,11.0,1.0,8.0,0.0,0.0,Mediocentro,https://www.transfermarkt.es/sebastian-zuniga/profil/spieler/119423,Sin valor,Desconocido,06/02/2025,31/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0
