soccerway_pk,Nombre,Apellidos,Nacionalidad_x,Fecha de nacimiento,Edad_x,País de nacimiento,Posición,Altura,Peso,Pie_x,Equipo_x,Temporada,URL,2025_Temporada,2025_Equipo,2025_Liga,2025_Minutos Jugados,2025_Apariciones,2025_Alineaciones,2025_Entra,2025_Sale,2025_Comenzó de suplente,2025_Gol,2025_Amarilla,2025_Segunda Amarilla,2025_Roja,2024_Temporada,2024_Equipo,2024_Liga,2024_Minutos Jugados,2024_Apariciones,2024_Alineaciones,2024_Entra,2024_Sale,2024_Comenzó de suplente,2024_Gol,2024_Amarilla,2024_Segunda Amarilla,2024_Roja,tmkt_pk,Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo_y,Link Jugador,Valor de Mercado,Nacionalidad_y,Pie_y,Agente,Fichado,Contrato Hasta,besoccer_pk,Nombre completo,Nacionalidad,Edad_y,ELO,birth_date,Salto,Estirada,Paradas,Saques,Colocación,Reflejos,Ritmo,Tiro,Pase,Regate,Defensa,Fisico,Valoracion Scouting
tomas_jesus_alarcon_vergara_chile_19_enero_1999,Tomás Jesús,Alarcón Vergara,Chile,1999-01-19,26.0,Chile,Centrocampista,174 cm,68 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/tomas-alarcon/448871/,2025.0,Colo Colo,PRD,30,1,0,1,0,1,0,0,0,0,2024/2025,Cádiz,LAL,82.0,3.0,0.0,3.0,0.0,13.0,0.0,1.0,0.0,0.0,tomas_jesus_alarcon_vergara_chile_19_enero_1999,Tomás Jesús Alarcón Vergara,19/01/1999 (26),Pivote,Mediocentro,CSD Colo-Colo,https://www.transfermarkt.es/tomas-alarcon/profil/spieler/454238,600 mil €,Chile,Derecho,Desconocido,22/01/2025,31/12/2026,tomas_jesus_alarcon_vergara_chile_19_enero_1999,Tomás Jesús Alarcón Vergara,Chile,26.0,56.0,19 enero 1999,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
bruno_giuliano_gutierrez_vilches_chile_25_junio_2002,Bruno Giuliano,Gutiérrez Vilches,Chile,2002-06-25,22.0,Chile,Defensa,184 cm,68 kg,,Colo Colo,2025,https://el.soccerway.com/players/bruno-gutierrez/640086/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,236.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,bruno_giuliano_gutierrez_vilches_chile_25_junio_2002,Bruno Giuliano Gutiérrez Vilches,25/06/2002 (22),Lateral derecho,Defensa central,CSD Colo-Colo,https://www.transfermarkt.es/bruno-gutierrez/profil/spieler/718212,400 mil €,Chile,Derecho,Next Level Sports,01/07/2020,31/12/2026,bruno_giuliano_gutierrez_vilches_chile_25_junio_2002,Bruno Giuliano Gutierrez Vilches,Chile,22.0,50.0,25 junio 2002,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
marcelo_javier_correa_argentina_23_octubre_1992,Marcelo Javier,Correa,Argentina,1992-10-23,32.0,Argentina,Delantero,184 cm,86 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/javier-correa/100707/,2025.0,Colo Colo,PRD,90,1,1,0,0,0,1,0,0,0,2024,Colo Colo,PRD,834.0,11.0,10.0,1.0,7.0,1.0,5.0,4.0,0.0,0.0,marcelo_javier_correa_argentina_23_octubre_1992,Marcelo Javier Correa,23/10/1992 (32),Delantero centro,Delantero centro,CSD Colo-Colo,https://www.transfermarkt.es/javier-correa/profil/spieler/130413,"1,50 mill. €",Argentina,Derecho,Desconocido,01/07/2024,31/12/2027,marcelo_javier_correa_argentina_23_octubre_1992,Marcelo Javier Correa,Argentina,32.0,72.0,23 octubre 1992,65,56,48,69,33,73,,,,,,,
lucas_sebastian_soto_olivares_chile_24_febrero_2003,Lucas Sebastián,Soto Olivares,Chile,2003-02-24,21.0,Chile,Centrocampista,173 cm,62 kg,,Colo Colo,2025,https://el.soccerway.com/players/lucas-soto/700727/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,271.0,10.0,3.0,7.0,3.0,9.0,0.0,3.0,0.0,1.0,lucas_sebastian_soto_olivares_chile_24_febrero_2003,Lucas Sebastián Soto Olivares,24/02/2003 (21),Mediocentro,Mediocentro ofensivo,CSD Colo-Colo,https://www.transfermarkt.es/lucas-soto/profil/spieler/889451,300 mil €,Chile,Derecho,AIM fútbol,01/01/2022,-,lucas_sebastian_soto_olivares_chile_24_febrero_2003,Lucas Sebastián Soto Olivares,Chile,21.0,36.0,24 febrero 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
arturo_erasmo_vidal_pardo_chile_22_mayo_1987,Arturo Erasmo,Vidal Pardo,Chile,1987-05-22,37.0,Chile,Centrocampista,180 cm,75 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/arturo-erasmo-vidal-pardo/16386/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,1551.0,19.0,19.0,0.0,11.0,0.0,4.0,4.0,0.0,0.0,arturo_erasmo_vidal_pardo_chile_22_mayo_1987,Arturo Erasmo Vidal Pardo,22/05/1987 (37),Mediocentro,Pivote,CSD Colo-Colo,https://www.transfermarkt.es/arturo-vidal/profil/spieler/37666,300 mil €,Chile,Derecho,Vibra Futbol,23/01/2024,31/12/2025,arturo_erasmo_vidal_pardo_chile_22_mayo_1987,Arturo Erasmo Vidal Pardo,Chile,37.0,77.0,22 mayo 1987,65,77,78,76,66,79,,,,,,,
victor_felipe_mendez_obando_chile_23_septiembre_1999,Víctor Felipe,Méndez Obando,Chile,1999-09-23,25.0,Chile,Centrocampista,172 cm,70 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/victor-felipe-mendez/472981/,2025.0,Colo Colo,PRD,0,0,0,0,0,1,0,0,0,0,2024/2025,Krylya Sovetov,PRL,581.0,10.0,6.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,victor_felipe_mendez_obando_chile_23_septiembre_1999,Víctor Felipe Méndez Obando,23/09/1999 (25),Pivote,Mediocentro,CSD Colo-Colo,https://www.transfermarkt.es/victor-mendez/profil/spieler/538281,"3,00 mill. €",Chile,Derecho,AIM fútbol,22/01/2025,31/12/2027,victor_felipe_mendez_obando_chile_23_septiembre_1999,Víctor Felipe Méndez Obando,Chile,25.0,67.0,23 septiembre 1999,72,58,67,68,58,68,,,,,,,
eduardo_andres_villanueva_silva_chile_11_octubre_2004,Eduardo Andrés,Villanueva Silva,Chile,2004-10-11,20.0,Chile,Portero,187 cm,76 kg,,Colo Colo,2025,https://el.soccerway.com/players/eduardo-andres-villanueva-silva/809286/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,eduardo_andres_villanueva_silva_chile_11_octubre_2004,Eduardo Andrés Villanueva Silva,11/10/2004 (20),Portero,Portero,CSD Colo-Colo,https://www.transfermarkt.es/eduardo-villanueva/profil/spieler/964447,Sin valor,Chile,Derecho,OLLER GROUP,01/01/2025,31/12/2027,eduardo_andres_villanueva_silva_chile_11_octubre_2004,Eduardo Andrés Villanueva Silva,Chile,20.0,25.0,11 octubre 2004,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
ederson_salomon_rodriguez_lima_uruguay_16_febrero_2000,Ederson Salomón,Rodríguez Lima,Uruguay,2000-02-16,25.0,Uruguay,Delantero,187 cm,81 kg,Izquierdo,Colo Colo,2025,https://el.soccerway.com/players/ederson-salomon-rodriguez-lima/596472/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Godoy Cruz,LPA,2080.0,33.0,24.0,9.0,14.0,16.0,8.0,1.0,0.0,0.0,ederson_salomon_rodriguez_lima_uruguay_16_febrero_2000,Ederson Salomón Rodríguez Lima,16/02/2000 (25),Delantero centro,Delantero centro,CSD Colo-Colo,https://www.transfermarkt.es/salomon-rodriguez/profil/spieler/745670,"2,50 mill. €",Uruguay,Izquierdo,UruFutbol,14/01/2025,31/12/2028,ederson_salomon_rodriguez_lima_uruguay_16_febrero_2000,Ederson Salomón Rodríguez Lima,Uruguay,25.0,74.0,16 febrero 2000,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
jonathan_gabriel_villagra_bustamante_chile_28_marzo_2001,Jonathan Gabriel,Villagra Bustamante,Chile,2001-03-28,23.0,Chile,Centrocampista,180 cm,71 kg,,Colo Colo,2025,https://el.soccerway.com/players/jonathan-villagra/650075/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jonathan_gabriel_villagra_bustamante_chile_28_marzo_2001,Jonathan Gabriel Villagra Bustamante,28/03/2001 (23),Defensa central,Defensa central,CSD Colo-Colo,https://www.transfermarkt.es/jonathan-villagra/profil/spieler/747716,"1,00 mill. €",Chile,Derecho,Talento Deportivo,08/08/2024,31/12/2028,jonathan_gabriel_villagra_bustamante_chile_28_marzo_2001,Jonathan Gabriel Villagra Bustamante,Chile,23.0,57.0,28 marzo 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
alan_gabriel_saldivia_vazquez_uruguay_06_abril_2002,Alan Gabriel,Saldivia Vázquez,Uruguay,2002-04-06,22.0,Uruguay,Defensa,180 cm,80 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/alan-gabriel-saldivia-vazquez/696975/,2025.0,Colo Colo,PRD,90,1,1,0,0,0,0,0,0,0,2024,Colo Colo,PRD,1522.0,18.0,17.0,1.0,4.0,3.0,0.0,7.0,0.0,0.0,alan_gabriel_saldivia_vazquez_uruguay_06_abril_2002,Alan Gabriel Saldivia Vázquez,06/04/2002 (22),Defensa central,Lateral derecho,CSD Colo-Colo,https://www.transfermarkt.es/alan-saldivia/profil/spieler/989455,"2,00 mill. €",Uruguay,Derecho,Mundo Futuro Chile,01/01/2023,31/12/2026,alan_gabriel_saldivia_vazquez_uruguay_06_abril_2002,Alan Gabriel Saldivia Vázquez,Uruguay,22.0,68.0,06 abril 2002,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
claudio_ezequiel_aquino_argentina_24_julio_1991,Claudio Ezequiel,Aquino,Argentina,1991-07-24,33.0,Argentina,Centrocampista,178 cm,73 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/claudio-ezequiel-aquino/116412/,,,,,,,,,,,,,,,,,,,,,,,,,,,claudio_ezequiel_aquino_argentina_24_julio_1991,Claudio Ezequiel Aquino,24/07/1991 (33),Mediocentro ofensivo,Extremo izquierdo,CSD Colo-Colo,https://www.transfermarkt.es/claudio-aquino/profil/spieler/141813,"1,80 mill. €",Argentina,Derecho,MVP Group,01/01/2025,31/12/2026,claudio_ezequiel_aquino_argentina_24_julio_1991,Claudio Ezequiel Aquino,Argentina,33.0,82.0,24 julio 1991,69,67,70,72,42,70,,,,,,,
diego_plaza_ramos_chile_02_enero_2003,Diego,Plaza Ramos,Chile,2003-01-02,22.0,Chile,Centrocampista,178 cm,73 kg,,Colo Colo,2025,https://el.soccerway.com/players/diego-plaza/799432/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,62.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,diego_plaza_ramos_chile_02_enero_2003,Diego Plaza Ramos,Chile,22.0,25.0,02 enero 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
alexander_antonio_oroz_huerta_chile_15_diciembre_2002,Alexander Antonio,Oroz Huerta,Chile,2002-12-15,22.0,Chile,Delantero,172 cm,62 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/alexander-oroz/576904/,2025.0,Colo Colo,PRD,0,0,0,0,0,1,0,0,0,0,2024,Colo Colo,PRD,34.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,alexander_antonio_oroz_huerta_chile_15_diciembre_2002,Alexander Antonio Oroz Huerta,15/12/2002 (22),Extremo izquierdo,Extremo derecho,CSD Colo-Colo,https://www.transfermarkt.es/alexander-oroz/profil/spieler/662751,400 mil €,Chile,Derecho,Vibra Futbol,01/01/2022,31/12/2025,alexander_antonio_oroz_huerta_chile_15_diciembre_2002,Alexander Antonio Oroz Huerta,Chile,22.0,43.0,15 diciembre 2002,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
esteban_andres_pavez_suazo_chile_01_mayo_1990,Esteban Andrés,Pavez Suazo,Chile,1990-05-01,34.0,Chile,Centrocampista,180 cm,76 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/esteban-pavez-suazo/75811/,2025.0,Colo Colo,PRD,90,1,1,0,0,0,0,0,0,0,2024,Colo Colo,PRD,1828.0,22.0,21.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,esteban_andres_pavez_suazo_chile_01_mayo_1990,Esteban Andrés Pavez Suazo,01/05/1990 (34),Pivote,Mediocentro,CSD Colo-Colo,https://www.transfermarkt.es/esteban-pavez/profil/spieler/131233,500 mil €,Chile,Derecho,Mundo Futuro Chile,01/01/2022,31/12/2025,esteban_andres_pavez_suazo_chile_01_mayo_1990,Esteban Andrés Pavez Suazo,Chile,34.0,72.0,01 mayo 1990,78,66,65,74,55,78,,,,,,,
oscar_mauricio_opazo_lara_chile_18_octubre_1990,Óscar Mauricio,Opazo Lara,Chile,1990-10-18,34.0,Chile,Defensa,169 cm,68 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/oscar-opazo/111950/,2025.0,Colo Colo,PRD,60,1,1,0,1,0,0,0,0,0,2024,Colo Colo,PRD,1557.0,24.0,18.0,6.0,5.0,7.0,2.0,4.0,0.0,0.0,oscar_mauricio_opazo_lara_chile_18_octubre_1990,Óscar Mauricio Opazo Lara,18/10/1990 (34),Lateral derecho,Interior derecho,CSD Colo-Colo,https://www.transfermarkt.es/oscar-opazo/profil/spieler/136901,350 mil €,Chile,Derecho,Mundo Futuro Chile,23/06/2023,31/12/2026,oscar_mauricio_opazo_lara_chile_18_octubre_1990,Óscar Mauricio Opazo Lara,Chile,34.0,66.0,18 octubre 1990,77,53,64,73,59,71,,,,,,,
brayan_josue_cortes_fernandez_chile_11_marzo_1995,Brayan Josué,Cortés Fernández,Chile,1995-03-11,29.0,Chile,Portero,185 cm,87 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/brayan-cortes-fernandez/255217/,2025.0,Colo Colo,PRD,90,1,1,0,0,0,0,0,0,0,2024,Colo Colo,PRD,2067.0,23.0,23.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,brayan_josue_cortes_fernandez_chile_11_marzo_1995,Brayan Josué Cortés Fernández,11/03/1995 (29),Portero,Portero,CSD Colo-Colo,https://www.transfermarkt.es/brayan-cortes/profil/spieler/248352,"3,00 mill. €",Chile,Derecho,Vibra Futbol,01/01/2018,31/12/2027,brayan_josue_cortes_fernandez_chile_11_marzo_1995,Brayan Josué Cortés Fernández,Chile,29.0,75.0,11 marzo 1995,59,74,69,72,69,76,,,,,,,
vicente_tomas_pizarro_durcudoy_chile_05_noviembre_2002,Vicente Tomás,Pizarro Durcudoy,Chile,2002-11-05,22.0,Chile,Centrocampista,172 cm,68 kg,Izquierdo,Colo Colo,2025,https://el.soccerway.com/players/vicente-pizarro/576907/,2025.0,Colo Colo,PRD,90,1,1,0,0,0,1,0,0,0,2024,Colo Colo,PRD,1113.0,23.0,11.0,12.0,3.0,15.0,0.0,3.0,0.0,0.0,vicente_tomas_pizarro_durcudoy_chile_05_noviembre_2002,Vicente Tomás Pizarro Durcudoy,05/11/2002 (22),Pivote,Mediocentro,CSD Colo-Colo,https://www.transfermarkt.es/vicente-pizarro/profil/spieler/662740,"3,00 mill. €",Chile,Izquierdo,Vibra Futbol,01/03/2021,31/12/2027,vicente_tomas_pizarro_durcudoy_chile_05_noviembre_2002,Vicente Tomás Pizarro Durcudoy,Chile,22.0,66.0,05 noviembre 2002,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
daniel_ademir_gutierrez_rojas_chile_16_febrero_2003,Daniel Ademir,Gutiérrez Rojas,Chile,2003-02-16,22.0,Chile,Defensa,181 cm,70 kg,,Colo Colo,2025,https://el.soccerway.com/players/daniel-ademir-gutierrez-rojas/602790/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,687.0,12.0,7.0,5.0,3.0,12.0,1.0,2.0,0.0,0.0,daniel_ademir_gutierrez_rojas_chile_16_febrero_2003,Daniel Ademir Gutiérrez Rojas,16/02/2003 (22),Defensa central,Lateral izquierdo,CSD Colo-Colo,https://www.transfermarkt.es/daniel-gutierrez/profil/spieler/662745,700 mil €,Chile,Izquierdo,AIM fútbol,18/02/2021,31/12/2026,daniel_ademir_gutierrez_rojas_chile_16_febrero_2003,Daniel Ademir Gutiérrez Rojas,Chile,22.0,50.0,16 febrero 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
francisco_javier_marchant_madrid_chile_31_julio_2006,Francisco Javier,Marchant Madrid,Chile,2006-07-31,18.0,Chile,Centrocampista,170 cm,67 kg,,Colo Colo,2025,https://el.soccerway.com/players/francisco-marchant/900068/,2025.0,Colo Colo,PRD,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernando_carlos_de_paul_lanciotti_chile_25_abril_1991,Fernando Carlos,De Paul Lanciotti,Chile,1991-04-25,33.0,Argentina,Portero,183 cm,83 kg,,Colo Colo,2025,https://el.soccerway.com/players/fernando-de-paul/138805/,2025.0,Colo Colo,PRD,0,0,0,0,0,1,0,0,0,0,2024,Colo Colo,PRD,630.0,9.0,7.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,fernando_carlos_de_paul_lanciotti_chile_25_abril_1991,Fernando Carlos de Paul Lanciotti,25/04/1991 (33),Portero,Portero,CSD Colo-Colo,https://www.transfermarkt.es/fernando-de-paul/profil/spieler/157766,450 mil €,Chile,Derecho,Talento Deportivo,01/01/2023,31/12/2026,fernando_carlos_de_paul_lanciotti_chile_25_abril_1991,Fernando Carlos De Paul Lanciotti,Chile,33.0,57.0,25 abril 1991,60,72,66,63,71,73,,,,,,,
matias_hernan_moya_cruces_argentina_26_marzo_1998,Matías Hernán,Moya Cruces,Argentina,1998-03-26,26.0,Argentina,Delantero,169 cm,64 kg,Derecho,Colo Colo,2025,https://el.soccerway.com/players/matias-hernan-moya/470162/,2025.0,Colo Colo,PRD,0,0,0,0,0,0,0,0,0,0,2024,Colo Colo,PRD,212.0,7.0,1.0,6.0,1.0,7.0,1.0,1.0,0.0,0.0,matias_hernan_moya_cruces_argentina_26_marzo_1998,Matías Hernán Moya Cruces,26/03/1998 (26),Extremo izquierdo,Extremo izquierdo,CSD Colo-Colo,https://www.transfermarkt.es/matias-moya/profil/spieler/476616,350 mil €,Argentina,Derecho,WIN GOL,01/01/2023,31/12/2025,,,,,,,,,,,,,,,,,,,
vicente_bernedo_garcia-huidobro_chile_22_enero_2001,Vicente,Bernedo García-Huidobro,Chile,2001-01-22,24.0,Chile,Portero,187 cm,76 kg,,Universidad Católica,2025,https://el.soccerway.com/players/vicente-bernedo/696259/,2025.0,Universidad Católica,PRD,90,1,1,0,0,0,0,0,0,0,2024,Universidad Católica,PRD,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,vicente_bernedo_garcia-huidobro_chile_22_enero_2001,Vicente Bernedo García-Huidobro,22/01/2001 (24),Portero,Portero,CD Universidad Católica,https://www.transfermarkt.es/vicente-bernedo/profil/spieler/737926,100 mil €,Chile,Derecho,TRDS,01/01/2022,31/12/2025,vicente_bernedo_garcia-huidobro_chile_22_enero_2001,Vicente Bernedo García-Huidobro,Chile,24.0,32.0,22 enero 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
clemente_jose_montes_barroilhet_chile_25_abril_2001,Clemente José,Montes Barroilhet,Chile,2001-04-25,23.0,Chile,Delantero,178 cm,75 kg,,Universidad Católica,2025,https://el.soccerway.com/players/clemente-montes/630828/,2025.0,Universidad Católica,PRD,46,1,1,0,1,0,2,0,0,0,2024,Universidad Católica,PRD,950.0,25.0,8.0,17.0,7.0,18.0,2.0,4.0,0.0,0.0,clemente_jose_montes_barroilhet_chile_25_abril_2001,Clemente José Montes Barroilhet,25/04/2001 (23),Extremo izquierdo,Extremo derecho,CD Universidad Católica,https://www.transfermarkt.es/clemente-montes/profil/spieler/737923,550 mil €,Chile,Derecho,Wasserman,01/01/2021,31/12/2025,clemente_jose_montes_barroilhet_chile_25_abril_2001,Clemente José Montes Barroilhet,Chile,23.0,53.0,25 abril 2001,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
fernando_matias_zampedri_argentina_14_febrero_1988,Fernando Matías,Zampedri,Argentina,1988-02-14,37.0,Argentina,Delantero,184 cm,84 kg,,Universidad Católica,2025,https://el.soccerway.com/players/fernando-zampedri/65472/,2025.0,Universidad Católica,PRD,0,0,0,0,0,0,0,0,0,0,2024,Universidad Católica,PRD,2311.0,28.0,26.0,2.0,8.0,2.0,19.0,10.0,0.0,0.0,fernando_matias_zampedri_argentina_14_febrero_1988,Fernando Matías Zampedri,14/02/1988 (37),Delantero centro,Delantero centro,CD Universidad Católica,https://www.transfermarkt.es/fernando-zampedri/profil/spieler/104006,400 mil €,Argentina,Derecho,Futbol Cracks,01/01/2021,31/12/2025,fernando_matias_zampedri_argentina_14_febrero_1988,Fernando Matías Zampedri,Argentina,37.0,71.0,14 febrero 1988,65,64,54,68,31,70,,,,,,,
guillermo_tomas_soto_arredondo_chile_19_enero_1994,Guillermo Tomás,Soto Arredondo,Chile,1994-01-19,31.0,Chile,Defensa,177 cm,69 kg,Derecho,Universidad Católica,2025,https://el.soccerway.com/players/guillermo-tomas-soto-arredondo/248745/,2025.0,Universidad Católica,PRD,90,1,1,0,0,0,0,0,0,0,2024,Universidad Católica,PRD,1373.0,20.0,15.0,5.0,4.0,7.0,0.0,4.0,0.0,0.0,guillermo_tomas_soto_arredondo_chile_19_enero_1994,Guillermo Tomás Soto Arredondo,19/01/1994 (31),Lateral derecho,Interior derecho,CD Universidad Católica,https://www.transfermarkt.es/guillermo-soto/profil/spieler/534909,600 mil €,Chile,Derecho,TRDS,16/01/2024,31/12/2026,guillermo_tomas_soto_arredondo_chile_19_enero_1994,Guillermo Tomás Soto Arredondo,Chile,31.0,64.0,19 enero 1994,77,31,62,70,55,68,,,,,,,
leenhan_schnneiderth_d'alessan_romero_pacheco_venezuela_01_noviembre_2006,Leenhan Schnneiderth D'Alessan,Romero Pacheco,Venezuela,2006-11-01,18.0,Venezuela,Centrocampista,168 cm,58 kg,Izquierdo,Universidad Católica,2025,https://el.soccerway.com/players/romero-pacheco-leenhan-schnneiderth/896624/,2025.0,Universidad Católica,PRD,?,?,?,?,?,?,?,?,?,?,2024,Universidad Católica,PRD,91.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jhojan_manuel_valencia_jimenez_colombia_27_julio_1996,Jhojan Manuel,Valencia Jiménez,Colombia,1996-07-27,28.0,Colombia,Centrocampista,172 cm,67 kg,Derecho,Universidad Católica,2025,https://el.soccerway.com/players/jhojan-manuel-valencia-jimenez/398831/,2025.0,Universidad Católica,PRD,90,1,1,0,0,0,0,0,0,0,2024,Austin,MLS,1435.0,27.0,16.0,11.0,8.0,16.0,0.0,8.0,0.0,0.0,jhojan_manuel_valencia_jimenez_colombia_27_julio_1996,Jhojan Manuel Valencia Jiménez,27/07/1996 (28),Pivote,Mediocentro,CD Universidad Católica,https://www.transfermarkt.es/jhojan-valencia/profil/spieler/388289,"1,00 mill. €",Colombia,Derecho,TOP,13/01/2025,31/12/2025,jhojan_manuel_valencia_jimenez_colombia_27_julio_1996,Jhojan Manuel Valencia Jiménez,Colombia,28.0,61.0,27 julio 1996,69,45,58,70,54,64,,,,,,,
juan_francisco_rossel_corozo_chile_17_marzo_2005,Juan Francisco,Rossel Corozo,Chile,2005-03-17,19.0,Chile,Delantero,182 cm,76 kg,Derecho,Universidad Católica,2025,https://el.soccerway.com/players/juan-francisco-rossel-corozo/895266/,2025.0,Universidad Católica,PRD,?,?,?,?,?,?,?,?,?,?,2024,Universidad Católica,PRD,291.0,16.0,1.0,15.0,1.0,15.0,1.0,0.0,0.0,0.0,juan_francisco_rossel_corozo_chile_17_marzo_2005,Juan Francisco Rossel Corozo,17/03/2005 (19),Extremo izquierdo,Mediocentro ofensivo,CD Universidad Católica,https://www.transfermarkt.es/juan-francisco-rossel/profil/spieler/1032491,350 mil €,Chile,Derecho,Vibra Futbol,01/01/2024,-,juan_francisco_rossel_corozo_chile_17_marzo_2005,Juan Francisco Rossel Corozo,Chile,19.0,38.0,17 marzo 2005,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
jader_barbosa_da_silva_gentil_brasil_24_julio_2003,Jader,Barbosa da Silva Gentil,Brasil,2003-07-24,21.0,Brasil,Delantero,172 cm,67 kg,Derecho,Universidad Católica,2025,https://el.soccerway.com/players/jader-barbosa-da-silva-gentil/741561/,2025.0,Universidad Católica,PRD,71,1,1,0,1,0,0,0,0,0,2024/2025,Santa Clara,PRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jader_barbosa_da_silva_gentil_brasil_24_julio_2003,Jader Barbosa da Silva Gentil,24/07/2003 (21),Extremo izquierdo,Mediocentro ofensivo,CD Universidad Católica,https://www.transfermarkt.es/jader-gentil/profil/spieler/924533,500 mil €,Brasil,Derecho,DK,09/08/2024,30/06/2025,jader_barbosa_da_silva_gentil_brasil_24_julio_2003,Jader Barbosa Da Silva Gentil,Brasil,21.0,53.0,24 julio 2003,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido,,,,,,,
valber_roberto_huerta_jerez_chile_26_agosto_1993,Valber Roberto,Huerta Jérez,Chile,1993-08-26,31.0,Chile,Defensa,185 cm,80 kg,,Universidad Católica,2025,https://el.soccerway.com/players/valber-roberto-huerta-jerez/243071/,2025.0,Universidad Católica,PRD,0,0,0,0,0,0,0,0,0,0,2023/2024,Toluca,LIM,2008.0,23.0,23.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicolas_ignacio_letelier_garcia_chile_17_enero_2005,Nicolás Ignacio,Letelier García,Chile,2005-01-17,20.0,Chile,Centrocampista,174 cm,76 kg,,Universidad Católica,2025,https://el.soccerway.com/players/nicolas-ignacio-letelier-garcia/896625/,2025.0,Universidad Católica,PRD,0,0,0,0,0,1,0,0,0,0,2024,Universidad Católica,PRD,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
